Account,On/Off,Address,Region,City,State,Name Zip,Memo,Month,Btl / Keg Qty,750 Ml Equiv,9L CS Equiv,9L CS Equiv,Purchase Price,Total Sales
Outpost,off,4813 Forest Hill Ave.,Richmond,Richmond,VA,23225-3143,"Early Mountain Vineyards Virginia Red ""Foothills"" 2018",3/18/2020,3,3,0.25,,,
Palate Wines,off,115 Liberty Street,New York,Newburgh,NY,12550,Early Mountain Vineyards Virginia Petit Manseng 2017,11/22/2019,12,12,1,,,
Parc de Ville,on,"8296 Glass Alley, Ste 110",NoVA,Fairfax,VA,22031,"Early Mountain Vineyards Virginia Red ""Eluvium"" 2016",10/31/2019,6,6,0.5,,,
Parc de Ville,on,"8296 Glass Alley, Ste 110",NoVA,Fairfax,VA,22031,"Early Mountain Vineyards Virginia Red ""Eluvium"" 2017",12/27/2019,2,2,0.17,,,
Paul's Discount Liquor,off,5205 Wisconsin Ave NW,DC,Washington,DC,20015,Early Mountain Vineyards Virginia Chardonnay 2017,12/13/2019,12,12,1,,,
Paul's Discount Liquor,off,5205 Wisconsin Ave NW,DC,Washington,DC,20015,"Early Mountain Vineyards Virginia Red ""Eluvium"" 2016",12/13/2019,12,12,1,,,
Paul's Discount Liquor,off,5205 Wisconsin Ave NW,DC,Washington,DC,20015,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",12/13/2019,12,12,1,,,
Paul's Discount Liquor,off,5205 Wisconsin Ave NW,DC,Washington,DC,20015,Early Mountain Vineyards Virginia Chardonnay 2017,1/17/2020,6,6,0.5,,,
Perch,on,2918 W. Broad Street,Richmond,Richmond,VA,23230,Early Mountain Vineyards Virginia Petit Manseng 2018,1/29/2020,3,3,0.25,,,
Perch,on,2918 W. Broad Street,Richmond,Richmond,VA,23230,Early Mountain Vineyards Virginia Petit Manseng 2018,3/4/2020,2,2,0.17,$16.67 ,$33.33 ,
Perch,on ,2918 W. Broad Street,Richmond,Richmond,VA,23230,Early Mountain Vineyards Virginia Rosé 2018,10/4/2019,12,12,1,,,
Perch,on ,2918 W. Broad Street,Richmond,Richmond,VA,23230,Early Mountain Vineyards Virginia Rosé 2018,10/18/2019,12,12,1,,,
Planet Wine,off,Evening Star Cafe/Daily Planet,NoVa,Alexandria,VA,22301,Early Mountain Vineyards Shenandoah Valley Cabernet Franc 2017,10/31/2019,12,12,1,,,
Planet Wine,off,Evening Star Cafe/Daily Planet,NoVa,Alexandria,VA,22301,Early Mountain Vineyards Shenandoah Valley Cabernet Franc 2018,12/19/2019,12,12,1,,,
Planet Wine,off,2000-2004 Mount Vernon Ave,NoVA,Alexandria,VA,22301,Early Mountain Vineyards Virginia Rosé 2019,3/12/2020,36,36,3,,,
Planet Wine,off,2000-2004 Mount Vernon Ave,NoVA,Alexandria,VA,22301,Early Mountain Vineyards Virginia Rosé 2019,3/19/2020,36,36,3,,,
Planet Wine,off,2000-2004 Mount Vernon Ave,NoVA,Alexandria,VA,22301,Early Mountain Vineyards Virginia Rosé 2019,3/20/2020,36,36,3,,,
Please Bring Chips,on,951 V St. NE,DC,Washington,DC,20018,Early Mountain Vineyards Shenandoah Valley Cabernet Franc 2018,2/11/2020,4,4,0.33,,,
Press 626,on/off,626 West Olney Rd.,Tidewater,Norfolk,VA,23507,Early Mountain Vineyards Virginia Chardonnay 2017,3/18/2020,3,3,0.25,$16.67 ,$50.00 ,
Press 626,on/off,626 West Olney Rd.,Tidewater,Norfolk,VA,23507,Early Mountain Vineyards Virginia Petit Manseng 2017,10/22/2019,24,24,2,,,
Prime 109,on,300 East Main St.,Charlottesville,Charlottesville,VA,22902,Early Mountain Vineyards Shenandoah Valley Cabernet Franc 2017,10/4/2019,12,12,1,15,180,
Prime 109,on,300 East Main St.,Charlottesville,Charlottesville,VA,22902,Early Mountain Vineyards Virginia Chardonnay 2017,11/1/2019,12,12,1,,,
Prime 109,on,300 East Main St.,Charlottesville,Charlottesville,VA,22902,Early Mountain Vineyards Virginia Chardonnay 2017,12/27/2019,12,12,1,,,
Prime 109,on,300 East Main St.,Charlottesville,Charlottesville,VA,22902,"Early Mountain Vineyards Virginia Red ""Eluvium"" 2017",2/10/2020,6,6,0.5,,,
Prime 109,on,300 East Main St.,Charlottesville,Charlottesville,VA,22902,Early Mountain Vineyards Virginia Chardonnay 2018,3/4/2020,12,12,1,$15.00 ,$180.00 ,
Primland Resort,on,2000 Busted Rock Road,valley / Western VA,Meadows of Dan,VA,24120,Early Mountain Vineyards Shenandoah Valley Cabernet Franc 2017,11/6/2019,24,24,2,,,
Primland Resort,on,2000 Busted Rock Road,valley / Western VA,Meadows of Dan,VA,24120,"Early Mountain Vineyards Virginia Red ""Eluvium"" 2016",11/6/2019,3,3,0.25,,,
Primland Resort,on,2000 Busted Rock Road,Valley/Western,Meadows of Dan,VA,24120,Early Mountain Vineyards Shenandoah Valley Cabernet Franc 2018,1/15/2020,36,36,3,,,
Primland Resort,on,2000 Busted Rock Road,Valley/Western,Meadows of Dan,VA,24120,Early Mountain Vineyards Virginia Chardonnay 2017,1/15/2020,3,3,0.25,,,
Primland Resort,on,2000 Busted Rock Road,Valley/Western,Meadows of Dan,VA,24120,Early Mountain Vineyards Virginia Chardonnay Quaker Run 2016,1/15/2020,3,3,0.25,,,
Primland Resort,on,2000 Busted Rock Road,Valley/Western,Meadows of Dan,VA,24120,"Early Mountain Vineyards Virginia Red ""Eluvium"" 2017",1/15/2020,3,3,0.25,,,
Primland Resort,on,2000 Busted Rock Road,Valley/Western,Meadows of Dan,VA,24120,"Early Mountain Vineyards Virginia Red ""Rise"" 2015 (3-pack)",1/15/2020,3,3,0.25,,,
Prosperity Kitchen & Pantry,on,532 Virginia Beach Blvd Ste B,Tidewater,Virginia Beach,VA,23451,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",10/30/2019,6,6,0.5,,,
Prosperity Kitchen & Pantry,on,532 Virginia Beach Blvd Ste B,Tidewater,Virginia Beach,VA,23451,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",11/27/2019,12,12,1,,,
Prosperity Kitchen & Pantry,on,532 Virginia Beach Blvd Ste B,Tidewater,Virginia Beach,VA,23451,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",12/18/2019,6,6,0.5,,,
Prosperity Kitchen & Pantry,on,532 Virginia Beach Blvd Ste B,Tidewater,Virginia Beach,VA,23451,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",1/22/2020,12,12,1,,,
Prosperity Kitchen & Pantry,on,532 Virginia Beach Blvd Ste B,Tidewater,Virginia Beach,VA,23451,"Early Mountain Vineyards Virginia Red ""Foothills"" 2018",2/5/2020,12,12,1,,,
Prosperity Kitchen & Pantry,on,532 Virginia Beach Blvd Ste B,Tidewater,Virginia Beach,VA,23451,"Early Mountain Vineyards Virginia Red ""Foothills"" 2018",3/4/2020,18,18,1.5,,,
PUBLIC SQUARE ,Off ,92 N Public Square,Jefferson,Jefferson,GA,30549,EARLY MOUNTAIN VINEYARDS FIVE FORKS WHITE BLEND 2018,2019-12,1,1,0.08,,,
Quirk Hotel,on,201 W. Broad St.,Richmond,Richmond,VA,23220,Early Mountain Vineyards Virginia Chardonnay 2017,10/25/2019,12,12,1,,,
Quirk Hotel,on,201 W. Broad St.,Richmond,Richmond,VA,23220,Early Mountain Vineyards Virginia Chardonnay 2017,12/4/2019,12,12,1,,,
Quirk Hotel - Charlottesville,on,499 W Main Street,Charlottesville,Charlottesville,VA,22902,Early Mountain Vineyards Virginia Petit Manseng 2018,3/11/2020,24,24,2,$15.00 ,$360.00 ,
Quirk Hotel - Charlottesville,on,499 W Main Street,Charlottesville,Charlottesville,VA,22902,"Early Mountain Vineyards Virginia Red ""Foothills"" 2018",3/11/2020,12,12,1,,,
Racines,on,94 Chambers St,New York,Manhattan,NY,10007,"Early Mountain Vineyards Virginia ""Young Wine"" Chambourcin 2018",12/10/2019,12,12,1,,,
Rasika - West End,on,1190 New Hampshire Ave NW,DC,Washington,DC,20037,"Early Mountain Vineyards Virginia White ""Five Forks"" 2018",10/24/2019,24,24,2,,,
Really Very Fine,on/off,285 West Broadway #330,New York,New York,NY,10013,"Early Mountain Vineyards Virginia Red ""Eluvium"" 2016",11/14/2019,12,12,1,,,
Red Fox Inn,On,2 E. Washington St.,NoVA,Middleburg,VA,20117,"Early Mountain Vineyards Virginia White ""Five Forks"" 2018",10/3/2019,12,12,1,,,
Red Fox Inn,On,2 E. Washington St.,NoVA,Middleburg,VA,20117,"Early Mountain Vineyards Virginia White ""Five Forks"" 2018",10/10/2019,12,12,1,,,
Red Fox Inn,On,2 E. Washington St.,NoVA,Middleburg,VA,20117,"Early Mountain Vineyards Virginia White ""Five Forks"" 2018",11/14/2019,12,12,1,,,
Red Hen-DC,on,1822 1st St. NW,DC,Washington,DC,20001,Early Mountain Vineyards Virginia Petit Manseng 2018,1/17/2020,2,2,0.17,,,
Red Hen-DC,on,1822 1st St. NW,DC,Washington,DC,20001,Early Mountain Vineyards Virginia Petit Manseng 2018,2/20/2020,2,2,0.17,,,
Red Hen-DC,on,1822 1st St. NW,DC,Washington,DC,20001,Early Mountain Vineyards Virginia Petit Manseng 2018,2/27/2020,1,1,0.08,,,
Riggs Hotel DC,on,900 F St NW,DC,Washington,DC,20004,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",1/30/2020,12,12,1,,,
Rio Hill Wine & Beer,off,1908 Rio Hill Center,Charlottesville,Charlottesville,VA,22901,Early Mountain Vineyards Virginia Chardonnay 2017,11/8/2019,3,3,0.25,,,
Rio Hill Wine & Beer,off,1908 Rio Hill Center,Charlottesville,Charlottesville,VA,22901,"Early Mountain Vineyards Virginia Red ""Eluvium"" 2016",11/22/2019,2,2,0.17,,,
Rio Hill Wine & Beer,off,1908 Rio Hill Center,Charlottesville,Charlottesville,VA,22901,"Early Mountain Vineyards Virginia Red ""Eluvium"" 2017",1/31/2020,2,2,0.17,,,
Rio Hill Wine & Beer,off,1908 Rio Hill Center,Charlottesville,Charlottesville,VA,22901,"Early Mountain Vineyards Virginia Red ""Eluvium"" 2017",2/21/2020,2,2,0.17,,,
Rio Hill Wine & Beer,off,1908 Rio Hill Center,Charlottesville,Charlottesville,VA,22901,"Early Mountain Vineyards Virginia Red ""Foothills"" 2018",2/21/2020,2,2,0.17,,,
Rio Hill Wine & Beer,off,1908 Rio Hill Center,Charlottesville,Charlottesville,VA,22901,Early Mountain Vineyards Virginia Rosé 2019,3/6/2020,36,36,3,,,
Rio Hill Wine & Beer,off,1908 Rio Hill Center,Charlottesville,Charlottesville,VA,22901,"Early Mountain Vineyards Virginia Red ""Eluvium"" 2017",3/20/2020,3,3,0.25,$26.67 ,$80.00 ,
Roanoke Natural Foods Co-op,off,1319 Grandin Rd SW,Valley / Western VA,Roanoke,VA,24015-231,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",12/4/2019,3,3,0.25,,,
Roanoke Natural Foods Co-op,off,1319 Grandin Rd SW,Valley/Western,Roanoke,VA,24015-231,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",1/15/2020,6,6,0.5,,,
Roanoke Natural Foods Co-op,off,1319 Grandin Rd SW,Valley/Western,Roanoke,VA,24015-231,"Early Mountain Vineyards Virginia Red ""Foothills"" 2018",3/25/2020,6,6,0.5,,,
Roosevelt,on,623 N. 25th St.,Richmond,Richmond,VA,23223,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",10/4/2019,12,12,1,12,144,
Roosevelt,on,623 N. 25th St.,Richmond,Richmond,VA,23223,"Early Mountain Vineyards Virginia White ""Five Forks"" 2018",10/4/2019,12,12,1,,,
Roosevelt,on,623 N. 25th St.,Richmond,Richmond,VA,23223,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",10/18/2019,24,24,2,13.33,320,
Roosevelt,on,623 N. 25th St.,Richmond,Richmond,VA,23223,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",10/23/2019,12,12,1,,,
Roosevelt,on,623 N. 25th St.,Richmond,Richmond,VA,23223,"Early Mountain Vineyards Virginia White ""Five Forks"" 2018",10/23/2019,12,12,1,,,
Roosevelt,on,623 N. 25th St.,Richmond,Richmond,VA,23223,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",11/13/2019,12,12,1,,,
Roosevelt,on,623 N. 25th St.,Richmond,Richmond,VA,23223,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",12/4/2019,24,24,2,,,
Roosevelt,on,623 N. 25th St.,RIchmond,Richmond,VA,23223,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",1/8/2020,12,12,1,,,
Roosevelt,on,623 N. 25th St.,RIchmond,Richmond,VA,23223,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",1/24/2020,12,12,1,,,
Roosevelt,on,623 N. 25th St.,RIchmond,Richmond,VA,23223,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",1/29/2020,12,12,1,,,
Roosevelt,on,623 N. 25th St.,RIchmond,Richmond,VA,23223,"Early Mountain Vineyards Virginia Red ""Foothills"" 2018",2/14/2020,12,12,1,,,
Rose's at Home,on,731 8th Street SE,DC,Washington,DC,20003,"Early Mountain Vineyards Virginia ""Young Wine"" Chambourcin 2018",3/31/2020,15,15,1.25,$12.00 ,$180.00 ,
Rose's Luxury,on,717 8th St SE,DC,Washington,DC,20003,Early Mountain Vineyards Virginia Petit Manseng 2017,11/1/2019,3,3,0.25,,,
ROSWELL WINE FESTIVAL LLC   ,On ,Canton Street,Roswell,Roswell,GA,30077,EARLY MOUNTAIN VINEYARDS FOOTHILLS RED BLEND 2017,2019-10,12,12,1,,,
Saint Anselm,on,355 Metropolitan Avenue,New York,Brooklyn,NY,11211,Early Mountain Vineyards Shenandoah Valley Cabernet Franc 2017,11/18/2019,12,12,1,,,
Saint Anselm,on,355 Metropolitan Avenue,New York,Brooklyn,NY,11211,Early Mountain Vineyards Virginia Petit Manseng 2017,11/18/2019,6,6,0.5,,,
Saint Anselm,on,355 Metropolitan Avenue,New York,Brooklyn,NY,11211,"Early Mountain Vineyards Virginia Red ""Eluvium"" 2016",11/18/2019,12,12,1,,,
Saison,on,23 W Marshall St. Suite A,Richmond,Richmond,VA,23220,Early Mountain Vineyards Virginia Rosé 2018,11/1/2019,6,6,0.5,,,
Salisbury Country Club,on,13620 W. Salisbury Rd,Richmond,Midlothian,VA,23113,Early Mountain Vineyards Shenandoah Valley Cabernet Franc 2017,10/16/2019,12,12,1,20,240,
Salisbury Country Club,on,13620 W. Salisbury Rd,Richmond,Midlothian,VA,23113,Early Mountain Vineyards Virginia Chardonnay 2017,10/16/2019,12,12,1,16.67,200,
Salisbury Country Club,on,13620 W. Salisbury Rd,Richmond,Midlothian,VA,23113,Early Mountain Vineyards Virginia Petit Manseng 2017,10/16/2019,12,12,1,16.67,200,
Salisbury Country Club,on,13620 W. Salisbury Rd,Richmond,Midlothian,VA,23113,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",10/16/2019,12,12,1,13.33,160,
Salisbury Country Club,on,13620 W. Salisbury Rd,Richmond,Midlothian,VA,23113,"Early Mountain Vineyards Virginia White ""Five Forks"" 2018",10/16/2019,12,12,1,,,
Salisbury Country Club,on,13620 W. Salisbury Rd,Richmond,Midlothian,VA,23113,Early Mountain Vineyards Virginia Petit Manseng Demi-Sec 2017 500ml,10/18/2019,12,12,1,20,240,
Salisbury Country Club,on,13620 W. Salisbury Rd,Richmond,Midlothian,VA,23113,"Early Mountain Vineyards Virginia Red ""Eluvium"" 2016",10/18/2019,12,12,1,23.33,280,
Salisbury Country Club,on,13620 W. Salisbury Rd,Richmond,Midlothian,VA,23113,Early Mountain Vineyards Shenandoah Valley Cabernet Franc 2017,10/23/2019,18,18,1.5,,,
Salisbury Country Club,on,13620 W. Salisbury Rd,Richmond,Midlothian,VA,23113,Early Mountain Vineyards Virginia Chardonnay 2017,10/23/2019,6,6,0.5,,,
Salisbury Country Club,on,13620 W. Salisbury Rd,Richmond,Midlothian,VA,23113,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",10/23/2019,6,6,0.5,,,
Salisbury Country Club,on,13620 W. Salisbury Rd,Richmond,Midlothian,VA,23113,Early Mountain Vineyards Shenandoah Valley Cabernet Franc 2018,11/20/2019,6,6,0.5,,,
Salisbury Country Club,on,13620 W. Salisbury Rd,Richmond,Midlothian,VA,23113,Early Mountain Vineyards Virginia Chardonnay Quaker Run 2016,11/20/2019,6,6,0.5,,,
Salisbury Country Club,on,13620 W. Salisbury Rd,Richmond,Midlothian,VA,23113,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",11/20/2019,6,6,0.5,,,
Salisbury Country Club,on,13620 W. Salisbury Rd,Richmond,Midlothian,VA,23113,"Early Mountain Vineyards Virginia Red ""Rise"" 2015 (3-pack)",11/20/2019,3,3,0.25,,,
Salisbury Country Club,on,13620 W. Salisbury Rd,Richmond,Midlothian,VA,23113,Early Mountain Vineyards Shenandoah Valley Cabernet Franc 2018,11/27/2019,6,6,0.5,,,
Salisbury Country Club,on,13620 W. Salisbury Rd,Richmond,Midlothian,VA,23113,"Early Mountain Vineyards Virginia Red ""Eluvium"" 2016",11/27/2019,3,3,0.25,,,
Salisbury Country Club,on,13620 W. Salisbury Rd,Richmond,Midlothian,VA,23113,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",11/27/2019,12,12,1,,,
Salisbury Country Club,on,13620 W. Salisbury Rd,Richmond,Midlothian,VA,23113,"Early Mountain Vineyards Virginia Red ""Rise"" 2015 (3-pack)",11/27/2019,9,9,0.75,,,
Salisbury Country Club,on,13620 W. Salisbury Rd,Richmond,Midlothian,VA,23113,"Early Mountain Vineyards Virginia Red ""Rise"" 2015 (3-pack)",11/27/2019,9,9,0.75,,,
Salisbury Country Club,on,13620 W. Salisbury Rd,Richmond,Midlothian,VA,23113,Early Mountain Vineyards Virginia Chardonnay Quaker Run 2016,12/18/2019,12,12,1,,,
Salisbury Country Club,on,13620 W. Salisbury Rd,Richmond,Midlothian,VA,23113,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",12/18/2019,12,12,1,,,
SAVANNAH WINE CELLAR,on/off,5500 ABERCORN ST,SAVANNAH,SAVANNAH,GA,30262450,EARLY MOUNTAIN VINEYARDS FOOTHILLS RED BLEND,Mar-20,0.5,0.5,0.04,,,
SAVANNAH WINE CELLAR,on/off,5500 ABERCORN ST,SAVANNAH,SAVANNAH,GA,31405,EARLY MOUNTAIN VINEYARDS ROSE 2018,Jan-20,0.5,0.5,0.04,,,
SAVANNAH WINE CELLAR,on/off,5500 ABERCORN ST,SAVANNAH,SAVANNAH,GA,31405,EARLY MOUNTAIN VINEYARDS ROSE 2018,Feb-20,1,1,0.08,,,
SAVANNAH WINE CELLAR,on/off,5500 ABERCORN ST,SAVANNAH,SAVANNAH,GA,31405,EARLY MOUNTAIN VINEYARDS FOOTHILLS RED BLEND 2017,Feb-20,0.5,0.5,0.04,,,
SAVANNAH WINE CELLAR ,On,5500 Abercorn St,Savannah,Savannah,GA,31405,EARLY MOUNTAIN VINEYARDS FOOTHILLS RED BLEND 2018,2019-12,6,6,0.5,,,
SAVANNAH WINE CELLAR   ,On ,5500 Abercorn St,Savannah,Savannah,GA,31405,EARLY MOUNTAIN VINEYARDS FIVE FORKS WHITE BLEND 2018,2019-09,12,12,1,,,
Screwtop,on/off,1025 Fillmore St. N,NoVA,Arlington,VA,22201,Early Mountain Vineyards Virginia Chardonnay 2017,10/24/2019,12,12,1,,,
Screwtop,on/off,1025 Fillmore St. N,NoVA,Arlington,VA,22201,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",12/3/2019,12,12,1,,,
Screwtop,on/off,1025 Fillmore St. N,NoVA,Arlington,VA,22201,"Early Mountain Vineyards Virginia Red ""Foothills"" 2018",3/6/2020,12,12,1,,,
Screwtop,on/off,1025 Fillmore St. N,NoVA,Arlington,VA,22201,Early Mountain Vineyards Virginia Rosé 2019,3/6/2020,36,36,3,,,
Screwtop,on/off,1025 Fillmore St. N,NoVA,Arlington,VA,22201,Early Mountain Vineyards Virginia Rosé 2019,3/12/2020,36,36,3,,,
"Shack, The",on,105 S. Coalter St.,valley/Western,Staunton,VA,24401,Early Mountain Vineyards Shenandoah Valley Cabernet Franc 2018,1/15/2020,12,12,1,,,
"Shack, The",on,105 S. Coalter St.,valley/Western,Staunton,VA,24401,Early Mountain Vineyards Shenandoah Valley Cabernet Franc 2018,2/12/2020,12,12,1,,,
"Shack, The",on,105 S. Coalter St.,valley/Western,Staunton,VA,24401,Early Mountain Vineyards Shenandoah Valley Cabernet Franc 2018,3/4/2020,12,12,1,$20.00 ,$240.00 ,
Shagbark,on,4901 Libbie Mill E Blvd. Ste 175,Richmond,Richmond,VA,23230,Early Mountain Vineyards Shenandoah Valley Cabernet Franc 2017,10/2/2019,12,12,1,15,180,
Shagbark,on,4901 Libbie Mill E Blvd. Ste 175,Richmond,Richmond,VA,23230,"Early Mountain Vineyards Virginia Red ""Rise"" 2015 (3-pack)",10/2/2019,3,3,0.25,,,
Shagbark,on,4901 Libbie Mill E Blvd. Ste 175,Richmond,Richmond,VA,23230,"Early Mountain Vineyards Virginia Red ""Rise"" 2015 (3-pack)",10/2/2019,3,3,0.25,,,
Shagbark,on,4901 Libbie Mill E Blvd. Ste 175,Richmond,Richmond,VA,23230,"Early Mountain Vineyards Virginia Red ""Eluvium"" 2016",10/23/2019,6,6,0.5,,,
Shagbark,on,4901 Libbie Mill E Blvd. Ste 175,Richmond,Richmond,VA,23230,"Early Mountain Vineyards Virginia Red ""Eluvium"" 2016",12/18/2019,6,6,0.5,,,
Shields Market,off,206 North Shields Avenue,Richmond,Richmond,VA,23220,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",11/6/2019,12,12,1,,,
Shields Market,off,206 North Shields Avenue,Richmond,Richmond,VA,23220,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",12/4/2019,12,12,1,,,
Sorso Wine Boutique,on/off,285 West Broadway #330,NY,New York,NY,10013,Early Mountain Vineyards Virginia Rosé 2018,2/11/2020,39,39,3.25,,,
Sorso Wine Boutique,on/off,285 West Broadway #330,NY,New York,NY,10013,"Early Mountain Vineyards Virginia White ""Five Forks"" 2018",2/11/2020,24,24,2,,,
Source,on,575 Pennsylvania Ave NW,DC,Washington,DC,20001,Early Mountain Vineyards Virginia Chardonnay 2017,11/15/2019,16,16,1.33,,,
Source,on,575 Pennsylvania Ave NW,DC,Washington,DC,20001,"Early Mountain Vineyards Virginia Red ""Eluvium"" 2016",11/15/2019,6,6,0.5,,,
South Street Brewery,on,106 South St.,Charlottesville,Charlottesville,VA,22902,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",10/30/2019,36,36,3,,,
South Street Brewery,on,106 South St.,Charlottesville,Charlottesville,VA,22902,"Early Mountain Vineyards Virginia Red ""Foothills"" 2018",2/26/2020,24,24,2,,,
South Street Brewery,on,106 South St.,Charlottesville,Charlottesville,VA,22902,Early Mountain Vineyards Virginia Rosé 2019,3/6/2020,36,36,3,,,
Southbound,On,3036 Stony Point Rd.,Richmond,Richmond,VA,23235,Early Mountain Vineyards Shenandoah Valley Cabernet Franc 2018,11/27/2019,6,6,0.5,,,
Southern Crescent Galley and Bar,on,814 Hinton Ave.,Charlottesville,Charlottesville,VA,22902,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",11/8/2019,12,12,1,,,
Saint Anselm,On,1250 5th St. NE,DC,Washington,DC,20002,Early Mountain Vineyards Shenandoah Valley Cabernet Franc 2017,10/4/2019,2,2,0.17,20,40,
Saint Anselm,On,1250 5th St. NE,DC,Washington,DC,20002,Early Mountain Vineyards Shenandoah Valley Cabernet Franc 2017,10/11/2019,1,1,0.08,20,20,
Saint Anselm,On,1250 5th St. NE,DC,Washington,DC,20002,Early Mountain Vineyards Shenandoah Valley Cabernet Franc 2017,11/15/2019,2,2,0.17,,,
Saint Anselm,on,1250 5th St. NE,DC,Washington,DC,20002,Early Mountain Vineyards Shenandoah Valley Cabernet Franc 2018,1/24/2020,6,6,0.5,,,
Stomping Ground-  Del Ray,On,2309 Mount Vernon Ave,DC,Alexandria,VA,22301-1327,"Early Mountain Vineyards Virginia ""Young Wine"" Chambourcin 2018",10/31/2019,6,6,0.5,,,
Succotash,On,915 F St. NW,DC,Washington,DC,20004,"Early Mountain Vineyards Virginia White ""Five Forks"" 2018",10/8/2019,12,12,1,,,
Succotash,On,915 F St. NW,DC,Washington,DC,20004,"Early Mountain Vineyards Virginia White ""Five Forks"" 2018",10/18/2019,12,12,1,,,
Succotash,on,915 F St. NW,DC,Washington,DC,20004,"Early Mountain Vineyards Virginia White ""Five Forks"" 2017",1/14/2020,6,6,0.5,,,
Swirl & Sip,Off,2905 District  Ave. Ste. 112,NoVA,Fairfax,VA,22031-2274,Early Mountain Vineyards Virginia Rosé 2018,10/1/2019,12,12,1,,,
Swirl & Sip,Off,2905 District  Ave. Ste. 112,NoVA,Fairfax,VA,22031-2274,"Early Mountain Vineyards Virginia White ""Five Forks"" 2018",10/1/2019,12,12,1,,,
Swirl & Sip,off,2905 District  Ave. Ste. 112,NoVa,Fairfax,VA,22031-2274,Early Mountain Vineyards Virginia Rosé 2019,3/31/2020,36,36,3,,,
Tail Up Goat,on,1827 Adams Mill Rd. NW,DC,Washington,DC,20009,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",10/11/2019,12,12,1,12,144,
Tail Up Goat,on,1827 Adams Mill Rd. NW,DC,Washington,DC,20009,Early Mountain Vineyards Virginia Petit Manseng 2018,2/21/2020,12,12,1,,,
TALK OF THE TABLE,off,410 PEACHTREE PKWY,CUMMING,CUMMING,GA,30041-7098,EARLY MOUNTAIN VINEYARDS FOOTHILLS RED BLENDb 2017,Feb-20,0.17,0.17,0.01,,,
TALK OF THE TABLE,off,410 PEACHTREE PKWY,CUMMING,CUMMING,GA,30041-7098,EARLY MOUNTAIN VINEYARDS FIVE FORKS WHITE BLEND 2018,Feb-20,0.17,0.17,0.01,,,
Taste - Bayville Farms,on/off,4097 Shore Drive,Virginia Beach,Virginia Beach,VA,23455,"Early Mountain Vineyards Virginia Red ""Eluvium"" 2016",11/27/2019,12,12,1,,,
Taste - Bayville Farms,on/off,4097 Shore Drive,Tidewater,Virginia Beach,VA,23455,"Early Mountain Vineyards Virginia Red ""Eluvium"" 2017",1/22/2020,12,12,1,,,
Taste - Bayville Farms,on/off,4097 Shore Drive,Tidewater,Virginia Beach,VA,23455,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",1/22/2020,12,12,1,,,
Taste - Ghent,on/off,407 W 21st Street,Tidewater,Norfolk,VA,23517-2114,Early Mountain Vineyards Virginia Petit Manseng 2018,3/4/2020,6,6,0.5,$16.67 ,$100.00 ,
Taste - Ghent,on/off,407 W 21st Street,Tidewater,Norfolk,VA,23517-2114,"Early Mountain Vineyards Virginia Red ""Eluvium"" 2017",3/4/2020,6,6,0.5,$26.67 ,$160.00 ,
Taste - Ghent,on/off,407 W 21st Street,Tidewater,Norfolk,VA,23517-2114,"Early Mountain Vineyards Virginia Red ""Foothills"" 2018",3/4/2020,6,6,0.5,,,
Taste - Harbour View,on/off,5911 Harbour View Blvd Suite 100,Tidewater,Suffolk,VA,23435-3670,"Early Mountain Vineyards Virginia Red ""Foothills"" 2017",11/13/2019,12,12,1,,,
Taste - Oceanfront,on/off,3603 Pacific Avenue,Tidewater,Virginia Beach,VA,23451,"Early Mountain Vineyards Virginia Red ""Eluvium"" 2017",3/4/2020,6,6,0.5,$26.67 ,$160.00 ,
Taste - Town Center,on/off,4513 Commerce Street,Tidewater,Virgina Beach,VA,23462,"Early Mountain Vineyards Virginia Red ""Eluvium"" 2017",2/5/2020,12,12,1,,,
